'ligdagen - alle spec.beh.kinderg.-reval.', 'buik        - primaire stageringsoperati',9
'kruisproef volledig -drie methoden-', 'urine onderzoek - kwalitatief',9
'brachytherapie - interstitieel - intensi', '190204 klasse 3a        a204',9
'cytologisch onderzoek - vagina -', 'histologisch onderzoek - biopten nno',9
'cytologisch onderzoek - lymfeklierpuncti', 'diagnostische punctie onder echocontrole',9
'buikoverzicht', 'vervolgconsult poliklinisch',9
'ordertarief', 'bekken',9
'immunopathologisch onderzoek', 'cytologisch onderzoek - ectocervix -',9
'blaas       - uretrocystoscopie nno', 'echografie  - blaas - extern',9
'eiwit beperkt - mineralen beperkt', 'ligdagen - alle spec.beh.kinderg.-reval.',9
'sediment - spoed', 'sediment - spoed',9
'differentiele telling automatisch', 'leucocyten tellen -electronisch- spoed',9
'betasubunit bep. mbv. ria hcg', 'gammaglutamyltranspeptidase',9
'heparinebepaling - kaoline - cefalinetij', 'heparinebepaling - kaoline - cefalinetij',9
'1e consult poliklinisch', 'dagverpleging - alle spec.beh.kind.-rev.',9
'behandeltijd - eenheid t3 - megavolt', 'behandeltijd - eenheid t4 - megavolt',9
'hematocriet mbv centrifuge', 'trombocyten tellen - spoed',9
'1e consult      bezoek', 'telefonisch consult',9
'sediment', 'bilirubine - totaal',9
'gammaglutamyltranspeptidase', 'urine onderzoek - kwalitatief',9
'kalium potentiometrisch', 'ammoniak',9
'kalium potentiometrisch', 'fibrinogeen',9
'administratief tarief       - eerste pol', 'histologisch onderzoek - biopten nno',9
'ligdagen - alle spec.beh.kinderg.-reval.', 'vulva       - vulvectomie zonder lieskli',9
'creatinine', 'sgot - asat kinetisch',9
'administratief tarief       - eerste pol', 'e.c.g.      - elektrocardiografie',9
'melkzuur dehydrogenase - spoed', 'differentiele telling automatisch',9
'dieet nno', 'aanname laboratoriumonderzoek',9
'differentiele telling automatisch', 'trombocyten tellen - spoed',9
'leucocyten tellen -electronisch- spoed', 'leucocyten tellen -electronisch- spoed',9
'paclitaxel', 'dieet nno',9
'alkalische fosfatase -kinetisch-', 'ijzer',9
'haemoglobine foto-electrisch - spoed', 'screening antistoffen erytrocyten',9
'simulator - gebruik voor aanvang megavol', 'vervolgconsult poliklinisch',9
'vervolgconsult poliklinisch', 'behandeltijd - eenheid t3 - megavolt',9
'kalium potentiometrisch', 'foliumzuur mbv radioisotopen',9
'kruisproef volledig -drie methoden-', 'haptoglobine',9
'ct abdomen', '190021 klinische opname a002',9
'ct abdomen', '190035 dagverpleging    a007',9
'international normalised ratio mbv tromb', 'kruisproef volledig -drie methoden-',9
'gefiltreerd erytrocytenconcentraat', 'vervolgconsult poliklinisch',9
'leukocyten tellen elektronisch', 'international normalised ratio mbv tromb',9
'doxorubicine liposomal --caelyx--', 'aanname laboratoriumonderzoek',9
'creatine fosfokinase isoenzym ckmb', 'creatine fosfokinase isoenzym ckmb',9
'testosteron mbv radioisotopen', 'sex-hormone-binding globuline mbv ria',9
'190101 bovenreg.toesl.  a101', 'gemcitabine',9
'gemcitabine', 'ligdagen - alle spec.beh.kinderg.-reval.',9
'ligdagen - alle spec.beh.kinderg.-reval.', 'lymf.syst.  - stageringslymfadenectomie',9
'hepatitis-b surface antigeen confirmatie', 'melkzuur enzymatisch - spoed',9
'darm - colonpassage scint.comp.vervolg', 'aanname laboratoriumonderzoek',9
'interc.consult klinisch  interne ziekten', '190205 klasse 3b        a205',9
'kalium potentiometrisch', 'urine onderzoek - kwalitatief',9
'telefonisch consult', 'behandeltijd - eenheid t3 - megavolt',9
'urine onderzoek - kwalitatief', 'ca-125 mbv meia',9
'ordertarief', 'interc.consult klinisch  anesthesie',9
'bacteriologisch onderzoek met kweek -nie', 'hematocriet mbv centrifuge',9
'ligdagen - alle spec.beh.kinderg.-reval.', 'vrw.gesl.org- adnex-extirpatie dmv lapar',9
'kruisproef volledig -drie methoden-', 'squamous cell carcinoma mbv eia',9
'echo nieren-urinewegen', '190021 klinische opname a002',9
'o2-saturatie', 'troponine-t mbv elisa',9
'haptoglobine', 'calcium',9
'echografie  - genitalia interna', '1e consult poliklinisch',8
'trombocyten tellen - spoed', 'squamous cell carcinoma mbv eia',8
'verlosk.-gynaec. korte kaart kosten-out', 'cytologisch onderzoek - ectocervix -',8
'vagina      - toucher onder anesthesie', '1e consult poliklinisch',8
'tsh enzym-immunologisch', 'ordertarief',8
'ureum', 'creatinine - spoed',8
'melkzuurdehydrogenase -ldh- kinetisch', 'gammaglutamyltranspeptidase',8
'creatinine', 'squamous cell carcinoma mbv eia',8
'vervolgconsult poliklinisch', 'immunopathologisch onderzoek',8
'hemoglobine foto-elektrisch', 'creatinine - spoed',8
'trombocyten tellen - spoed', 'cde fenotypering',8
'cea - tumormarker mbv meia', 'leucocyten tellen -electronisch- spoed',8
'ct thorax', 'vervolgconsult poliklinisch',8
'ligdagen - alle spec.beh.kinderg.-reval.', 'anesthesie  - bij spec.onderz.en verr.ge',8
'immunopathologisch onderzoek', 'punctie tbv cytologisch onderzoek door p',8
'1e consult poliklinisch', 'simulator - gebruik voor aanvang megavol',8
'screening antistoffen erytrocyten', 'screening antistoffen erytrocyten',8
'natrium - vlamfotometrisch - spoed', 'kalium potentiometrisch',8
'kalium potentiometrisch', 'kalium vlamfotometrisch - spoed',8
'trombocyten tellen - elektronisch', 'trombocyten tellen - spoed',8
'telefonisch consult', 'dagverpleging - alle spec.beh.kind.-rev.',8
'behandeltijd - eenheid t4 - megavolt', 'behandeltijd - eenheid t4 - megavolt',8
'ca-125 mbv meia', 'ca-19.9 tumormarker',8
'kalium vlamfotometrisch - spoed', 'sgot asat kinetisch - spoed',8
'echografie  - blaas - extern', 'immunopathologisch onderzoek',8
'telefonisch consult', 'ct thorax',8
'natrium vlamfotometrisch', 'sgot - asat kinetisch',8
'mri bekken', 'telefonisch consult',8
'190101 bovenreg.toesl.  a101', 'trombocyten - leuko verwijderd - 5 donor',8
'urine onderzoek - kwalitatief', 'albumine - spoed',8
'creatinefosfokinase -kinetisch-', 'melkzuurdehydrogenase -ldh- kinetisch',8
'creatinine - spoed', 'fosfaat - spoed',8
'thorax', 'thorax',8
'190205 klasse 3b        a205', 'dagverpleging - alle spec.beh.kind.-rev.',8
'actuele ph - pco2 - stand.bicarbonaat', 'leucocyten tellen -electronisch- spoed',8
'vulva       - ruime lokale excisie van a', 'histologisch onderzoek - kleine resectie',8
'1e consult      bezoek', 'ligdagen - alle spec.beh.kinderg.-reval.',8
'dieet nno', 'dieet nno',8
'fdp - dimeer - immunologisch', 'ordertarief',8
'creatinine', 'melkzuurdehydrogenase -ldh- kinetisch',8
'kalium potentiometrisch', 'vitamine b12 mbv chemieluminescentie',8
'cervix      - conisatie', 'vagina      - scopie incl.evt.vulvabiops',8
'melkzuurdehydrogenase -ldh- kinetisch', 'haemoglobine foto-electrisch - spoed',8
'creatinefosfokinase -kinetisch-', 'leukocyten tellen elektronisch',8
'190035 dagverpleging    a007', 'telefonisch consult',8
'ligdagen - alle spec.beh.kinderg.-reval.', 'vrw.gesl.org- curettage gefractioneerd',8
'aanname laboratoriumonderzoek', 'bicarbonaat',8
'aanname laboratoriumonderzoek', 'testosteron mbv radioisotopen',8
'hemoglobine foto-elektrisch', 'melkzuurdehydrogenase -ldh- kinetisch',8
'screening antistoffen erytrocyten', 'differentiatie leukocyten - handmatig',8
'vagina      - scopie incl.evt.vulvabiops', 'histologisch onderzoek - kleine resectie',8
'dagverpleging - alle spec.beh.kind.-rev.', 'blaas       - uretrocystoscopie nno',8
'international normalised ratio mbv tromb', 'gamma glutamyltranspeptidase - spoed',8
'vitamine b12 mbv chemieluminescentie', 'ordertarief',8
'ct a.pulmonalis', '190205 klasse 3b        a205',8
'190205 klasse 3b        a205', 'klinische kaart - inwendige geneeskunde',8
'kruisproef volledig -drie methoden-', '190021 klinische opname a002',8
'sgpt - alat kinetisch', 'trombocyten tellen - elektronisch',8
'aanname laboratoriumonderzoek', 'leukocyten tellen elektronisch',8
'alkalische fosfatase -kinetisch-', 'melkzuurdehydrogenase -ldh- kinetisch',8
'brachytherapie - interstitieel - intensi', 'brachytherapie - interstitieel - intensi',8
'190204 klasse 3a        a204', '190205 klasse 3b        a205',8
'echo bovenbuik', '190021 klinische opname a002',8
'cito histologisch onderzoek', '1e consult poliklinisch',8
'cito histologisch onderzoek', 'mri abdomen',8
'mri abdomen', 'brachytherapie - interstitieel - intensi',8
'190101 bovenreg.toesl.  a101', 'simulator - gebruik voor aanvang megavol',8
'hemoglobine foto-elektrisch', 'microscopisch onderzoek - gekleurd en on',8
'190205 klasse 3b        a205', 'unknown',8
'unknown', 'ligdagen - alle spec.beh.kinderg.-reval.',8
'ordertarief', 'echo abdomen',7
'klinische kaart - inwendige geneeskunde', 'dagverpleging - alle spec.beh.kind.-rev.',7
'administratief tarief       - eerste pol', 'patient niet verschenen radiologie',7
'verlosk.-gynaec. korte kaart kosten-out', 'coupe ter inzage',7
'telefonisch consult', 'inwend.geneesk.  korte kaart kosten-out',7
'ct thorax', 'ct bovenbuik',7
'vervolgconsult poliklinisch', 'cytologisch onderzoek - ectocervix -',7
'fosfaat - spoed', 'bicarbonaat',7
'1e consult      bezoek', '190204 klasse 3a        a204',7
'bilirubine - totaal', 'glucose - spoed',7
'creatinine - spoed', 'creatinine - spoed',7
'vagina      - toucher onder anesthesie', 'aanname laboratoriumonderzoek',7
'bekken - staand', 'vervolgconsult poliklinisch',7
'190204 klasse 3a        a204', 'vervolgconsult poliklinisch',7
'vervolgconsult poliklinisch', 'inwend.geneesk.  korte kaart kosten-out',7
'administratief tarief       - eerste pol', 'verlosk.-gynaec.  aanv.kaart kosten-out',7
'sediment - spoed', 'bilirubine kwantitatief totaal of direct',7
'ligase chain reaction -lcr-', 'ordertarief',7
'ca-125 mbv meia', 'magnesium  -aas - spoed',7
'bot - densitometrie lwk', 'bot - densitometrie femurhals',7
'cea - tumormarker mbv meia', 'screening antistoffen erytrocyten',7
'thorax', 'ligdagen - alle spec.beh.kinderg.-reval.',7
'verlosk.-gynaec.   jaarkaart kosten-out', 'telefonisch consult',7
'heparinebepaling - kaoline - cefalinetij', 'gamma glutamyltranspeptidase - spoed',7
'alkalische fosfatase - kinetisch - spoed', 'sgpt alat kinetisch - spoed',7
'haemoglobine foto-electrisch - spoed', 'gammaglutamyltranspeptidase',7
'leucocyten tellen -electronisch- spoed', 'magnesium  -aas',7
'haemoglobine foto-electrisch - spoed', 'gamma glutamyltranspeptidase - spoed',7
'190204 klasse 3a        a204', 'dieet nno',7
'190101 bovenreg.toesl.  a101', 'inwend.geneesk.  korte kaart kosten-out',7
'buik        - stageringslaparotom.-oment', 'cytologisch onderzoek - ascites -',7
'trombocyten tellen - spoed', 'actuele ph - pco2 - stand.bicarbonaat',7
'fdp - dimeer - immunologisch', 'leucocyten tellen -electronisch- spoed',7
'bilirubine -geconjugeerd', 'hemoglobine foto-elektrisch',7
'trombocyten tellen - elektronisch', 'differentiatie leukocyten - handmatig',7
'cytologisch onderzoek - ascites -', 'cito histologisch onderzoek',7
'ligdagen - alle spec.beh.kinderg.-reval.', 'vulva       - biopsie-punctie-cytologie',7
'creatinine - spoed', 'bicarbonaat',7
'cefalinetijd - coagulatie', 'trombotest',7
'nieren - renografie lasix', 'aanname laboratoriumonderzoek',7
'sgot - asat kinetisch', 'melkzuurdehydrogenase -ldh- kinetisch',7
'cea - tumormarker mbv meia', 'albumine',7
'bloedgroepbep. anders dan abo per bloedg', 'screening antistoffen erytrocyten',7
'creatinefosfokinase -kinetisch-', 'creatinefosfokinase -kinetisch-',7
'intensive care ligdag - 1e tot en met 5e', 'longfunctie - co2 - capnografie',7
'hemoglobine foto-elektrisch', 'chloride',7
'telefonisch consult', 'e.c.g.      - elektrocardiografie',7
'uterus      - hysteroscopie', 'immunopathologisch onderzoek',7
'ligdagen - alle spec.beh.kinderg.-reval.', 'buik        - stag.laparotom.-omentect.-',7
'erytrocyten tellen - elektronisch', 'ordertarief',7
'bicarbonaat', 'actuele ph - pco2 - stand.bicarbonaat',7
'gamma glutamyltranspeptidase - spoed', 'squamous cell carcinoma mbv eia',7
'vulva       - ruime lokale excisie van a', 'histologisch onderzoek - grote resectiep',7
'international normalised ratio mbv tromb', 'screening antistoffen erytrocyten',7
'diagnostische punctie onder echocontrole', 'echo hals --waaronder schildklier--',7
'ident. irregulaire a.s. tegen erys na po', 'ident. irregulaire a.s. tegen erys na po',7
'aanname laboratoriumonderzoek', 'trombocyten tellen - elektronisch',7
'echo abdomen', '190205 klasse 3b        a205',7
'cefalinetijd - coagulatie', 'protrombinetijd',7
'gammaglutamyltranspeptidase', 'fsh enzym-immunologisch',7
'administratief tarief       - eerste pol', 'echografie  - genitalia interna',7
'telefonisch consult', 'simulator - gebruik voor aanvang megavol',7
'gammaglutamyltranspeptidase', 'brain natriuretic peptide -bnp- mbv immu',7
'creatinine', 'glucose',7
'dagverpleging - alle spec.beh.kind.-rev.', 'vagina      - toucher onder anesthesie',7
'albumine', 'differentiatie leukocyten - handmatig',7
'mri abdomen', '1e consult      bezoek',7
'uterus      - extirpatie - abdominaal me', 'cytologisch onderzoek - ascites -',7
'hemoglobine foto-elektrisch', 'trombocyten tellen - elektronisch',7
'eiwit -colorimetrisch- totaal', 'eiwit -colorimetrisch- totaal',7
'ct bovenbuik', 'ct bovenbuik',7
'dagverpleging - alle spec.beh.kind.-rev.', 'blaas       - cystoscopie met biopsie',7
'trombocyten tellen - elektronisch', 'trombotest',6
'trombocyten tellen - spoed', 'reticulocyten tellen mbv facscan',6
'vervolgconsult poliklinisch', 'inwend.geneesk.   aanv.kaart kosten-out',6
'vulva       - rad.vulvectomie - opp.en d', 'histologisch onderzoek - grote resectiep',6
'verlosk.-gynaec. korte kaart kosten-out', 'histologisch onderzoek - biopten nno',6
'vervolgconsult poliklinisch', 'mri bekken',6
'coupe ter inzage', 'thorax',6
'cytologisch onderzoek - ectocervix -', 'histologisch onderzoek - grote resectiep',6
'vrw.gesl.org- biopsie-punctie-cytologie', 'blaas       - uretrocystoscopie nno',6
'arterie     - punctie tbv.verblijfsnaald', 'aanname laboratoriumonderzoek',6
'teletherapie - megavolt fotonen bestrali', '190204 klasse 3a        a204',6
'sediment - spoed', 'creatinine - spoed',6
'ct thorax', 'ligdagen - alle spec.beh.kinderg.-reval.',6
'squamous cell carcinoma mbv eia', 'albumine',6
'vervolgconsult poliklinisch', 'skelet - scintigrafie totale lichaam',6
'skelet - scintigrafie totale lichaam', 'vervolgconsult poliklinisch',6
'vervolgconsult poliklinisch', 'behandeltijd - eenheid t1 - megavolt',6
'thorax', 'mri bekken',6
'rhesusfactor d - centrifugeermethode - e', 'cefalinetijd - coagulatie',6
'haemoglobine foto-electrisch - spoed', 'hepatitis-b surface antigeen confirmatie',6
'tsh enzym-immunologisch', 'cea - tumormarker mbv meia',6
'cea - tumormarker mbv meia', 'vrij t4 mbv ria -ft 4',6
'creatinine - spoed', 'differentiele telling automatisch',6
'reticulocyten tellen mbv facscan', 'kruisproef volledig -drie methoden-',6
'interc.consult klinisch  anesthesie', '190021 klinische opname a002',6
'fdp - dimeer - immunologisch', 'crp c-reactief proteine',6
'bloedgroepantigenen andere dan abo-rhesu', 'bloedgroepantigenen andere dan abo-rhesu',6
'uterus      - hysteroscopie', 'vagina      - toucher onder anesthesie',6
'glucose', 'glucose - spoed',6
'ureum - spoed', 'hemoglobine foto-elektrisch',6
'creatinine', 'creatinine - spoed',6
'gamma glutamyltranspeptidase - spoed', 'cea - tumormarker mbv meia',6
'protrombinetijd -quick owren of modif.-', 'protrombinetijd -quick owren of modif.-',6
'paclitaxel', 'inwend.geneesk.   aanv.kaart kosten-out',6
'uterus      - extirpatie abdominaal radi', 'histologisch onderzoek - grote resectiep',6
'aanname laboratoriumonderzoek', 'tsh enzym-immunologisch',6
'vervolgconsult poliklinisch', 'mammografie thoraxwand',6
'screening antistoffen erytrocyten', 'bezinkingssnelheid foto-elektrisch',6
'creatinine - spoed', 'ordertarief',6
'gefiltreerd erytrocytenconcentraat', 'dagverpleging - alle spec.beh.kind.-rev.',6
'ligdagen - alle spec.beh.kinderg.-reval.', 'longfunctie - co2 - capnografie',6
'longfunctie - co2 - capnografie', 'histologisch onderzoek - grote resectiep',6
'gammaglutamyltranspeptidase', 'haptoglobine',6
'bezinkingssnelheid foto-elektrisch', 'magnesium  -aas',6
'ammoniak', 'sgot - asat kinetisch',6
'verlosk.-gynaec. korte kaart kosten-out', 'ligdagen - alle spec.beh.kinderg.-reval.',6
'chloride - spoed', 'alkalische fosfatase - kinetisch - spoed',6
'trombocyten tellen - spoed', 'cefalinetijd - coagulatie',6
'glucose - spoed', 'creatinine - spoed',6
'mri grote hersenen', '190205 klasse 3b        a205',6
'erytrocyten leukocyten verwijderd bestra', 'ligdagen - alle spec.beh.kinderg.-reval.',6
'alkalische fosfatase - kinetisch - spoed', 'bicarbonaat',6
'heparinebepaling - kaoline - cefalinetij', 'gammaglutamyltranspeptidase',6
'buik        - stageringslaparotom.-oment', 'histologisch onderzoek - grote resectiep',6
'190205 klasse 3b        a205', 'trombocyten - leuko verwijderd - 5 donor',6
'interc.consult klinisch  neurologie', '190205 klasse 3b        a205',6
'ca 15.3 - tumormarker mbv meia', 'ordertarief',6
'vulva       - rad.vulvectomie - opp.en d', 'immunopathologisch onderzoek',6
'protrombinetijd -quick owren of modif.-', 'heparinebepaling - kaoline - cefalinetij',6
'cytologisch onderzoek - ectocervix -', '1e consult poliklinisch',6
'melkzuurdehydrogenase -ldh- kinetisch', 'melkzuurdehydrogenase -ldh- kinetisch',6
'leucocyten tellen -electronisch- spoed', 'albumine',6
'mec-a-bepaling voor mrsa mbv pcr', 'mec-a-bepaling voor mrsa mbv pcr',6
'ordertarief', 'diagnostische punctie onder echocontrole',6
'protrombinetijd', 'differentiatie leukocyten - handmatig',6
'doxorubicine liposomal --caelyx--', 'dagverpleging - alle spec.beh.kind.-rev.',6
'creatinine', 'ijzer',6
'trombocyten tellen - elektronisch', 'ferritine kwn mbv chemieluminescentie',6
'thorax', 'echo nieren-urinewegen',6
'cytologisch onderzoek - lymfeklierpuncti', 'cito histologisch onderzoek',6
'vervolgconsult poliklinisch', 'coupe ter inzage',6
'trombocyten tellen - spoed', 'ordertarief',6
'trombocyten tellen - elektronisch', 'fdp - dimeer - immunologisch',6
'lh mbv radioisotopen', 'cea - tumormarker mbv meia',6
'cervix      - lisexcisie portio - diathe', 'vagina      - scopie incl.evt.vulvabiops',6
'darm - colonpassage scint.comp.vervolg', 'uterus      - carc. cervix vlgs. werthei',6
'kruisproef volledig -drie methoden-', '190204 klasse 3a        a204',6
'duplexscan - venen been', 'vervolgconsult poliklinisch',6
'wervelkolom - lumbaal', 'bekken - staand',6
'klinische kaart - inwendige geneeskunde', 'klinische kaart - inwendige geneeskunde',6
'mri abdomen', 'mri bekken',6
'ureum', 'amylase',6
'vrw.gesl.org- biopsie-punctie-cytologie', 'vagina      - toucher onder anesthesie',6
'ident. irregulaire a.s. tegen erys na po', 'ca-125 mbv meia',6
'e.c.g.      - elektrocardiografie', 'infuus      - inbrengen',6
'190101 bovenreg.toesl.  a101', 'intensive care ligdag - 1e tot en met 5e',6
'kalium potentiometrisch', 'international normalised ratio mbv tromb',6
'bilirubine -geconjugeerd', 'glucose',6
'cito histologisch onderzoek', '190205 klasse 3b        a205',6
'coupe ter inzage', 'cytologisch onderzoek - ectocervix -',6
'vervolgconsult poliklinisch', '1e consult      bezoek',6
'190035 dagverpleging    a007', 'gemcitabine',6
'methemoglobine - sulfhemoglobine elk', 'amylase',6
'buikoverzicht', 'ct abdomen',6
'totaal eiwit', 'melkzuurdehydrogenase -ldh- kinetisch',6
'hemoglobine foto-elektrisch', 'fosfaat',6
'190021 klinische opname a002', 'aanname laboratoriumonderzoek',6
'simulator - gebruik voor aanvang megavol', 'telefonisch consult',6
'pyelografie antegraad via punctie', 'verwisselen van nefrostomie drain',6
'eiwit -colorimetrisch- totaal', 'ordertarief',6
'anesthesie  - bij behandeling met radium', 'mri abdomen',6
'ct thorax', '190205 klasse 3b        a205',6
'coupe ter inzage', 'ct thorax',6
'mri abdomen', 'coupe ter inzage',6
'sediment - spoed', 'ureum - spoed',5
'inwend.geneesk.  korte kaart kosten-out', 'vervolgconsult poliklinisch',5
'ureum - spoed', 'alfa amylase - spoed',5
'mri wervelkolom - thoracaal', 'mri wervelkolom - lumbaal',5
'hepatitis-b surface antigeen confirmatie', 'screening antistoffen erytrocyten',5
'leucocyten tellen -electronisch- spoed', 'differentiatie leukocyten - handmatig',5
'ordertarief', 'mri bekken',5
'histologisch onderzoek - kleine resectie', 'cito histologisch onderzoek',5
'vagina      - toucher onder anesthesie', '1e consult      bezoek',5
'thorax', 'telefonisch consult',5
'e.c.g.      - elektrocardiografie', '190021 klinische opname a002',5
'interc.consult klinisch  longziekten', '190205 klasse 3b        a205',5
'ordertarief', 'ct art. en ven.pulmonales',5
'verlosk.-gynaec.  aanv.kaart kosten-out', 'inwend.geneesk.  korte kaart kosten-out',5
'heparinebepaling - kaoline - cefalinetij', 'leucocyten tellen -electronisch- spoed',5
'thorax', 'thorax - op zaal',5
'pyelografie antegraad via drain', 'pyelografie antegraad via drain',5
'aanname laboratoriumonderzoek', 'ligase chain reaction -lcr-',5
'kalium vlamfotometrisch - spoed', 'triglyceriden - enzymatisch',5
'ca-125 mbv meia', 'differentiatie leukocyten - handmatig',5
'sediment - spoed', 'ureum',5
'kruisproef volledig -drie methoden-', 'ordertarief',5
'histologisch onderzoek - biopten nno', '190204 klasse 3a        a204',5
'screening antistoffen erytrocyten', 'magnesium  -aas - spoed',5
'hematocriet mbv centrifuge', 'gammaglutamyltranspeptidase',5
'kalium potentiometrisch', 'gammaglutamyltranspeptidase',5
'telefonisch consult', '1e consult      bezoek',5
'dagverpleging - alle spec.beh.kind.-rev.', 'vrw.gesl.org- curettage gefractioneerd',5
'hematocriet - spoed', 'leucocyten tellen -electronisch- spoed',5
'ligdagen - alle spec.beh.kinderg.-reval.', 'uterus      - extirpatie abdominaal tota',5
'uterus      - extirpatie abdominaal tota', 'histologisch onderzoek - grote resectiep',5
'gammaglutamyltranspeptidase', 'trombotest',5
'creatinine - spoed', 'chloride',5
'haemoglobine foto-electrisch - spoed', 'trombocyten tellen - elektronisch',5
'buikoverzicht', '1e consult poliklinisch',5
'natrium vlamfotometrisch', 'ordertarief',5
'pijnbestrijd- aanleggen patient controll', 'aanname laboratoriumonderzoek',5
'190034 afwezigheidsdag  a006', '190034 afwezigheidsdag  a006',5
'protrombinetijd -quick owren of modif.-', 'leukocyten tellen elektronisch',5
'ct abdomen', 'dagverpleging - alle spec.beh.kind.-rev.',5
'cytologisch onderzoek - vagina -', 'cito histologisch onderzoek',5
'ligdagen - alle spec.beh.kinderg.-reval.', 'vagina      - biopsie-punctie-cytologie',5
'190204 klasse 3a        a204', 'verlosk.-gynaec.  aanv.kaart kosten-out',5
'telefonisch consult', 'verlosk.-gynaec.  aanv.kaart kosten-out',5
'trombocyten tellen - elektronisch', 'clostridium elisa-test',5
'hemoglobine foto-elektrisch', 'kalium potentiometrisch',5
'ligdagen - alle spec.beh.kinderg.-reval.', 'perif.vaten - duplexonderzoek - veneus',5
'sediment - spoed', 'glucose',5
'heparinebepaling - kaoline - cefalinetij', 'ordertarief',5
'protrombinetijd', 'bezinkingssnelheid foto-elektrisch',5
'telefonisch consult', 'verlosk.-gynaec.   jaarkaart kosten-out',5
'rhesusfactor d - centrifugeermethode - e', 'gammaglutamyltranspeptidase',5
'dagverpleging - alle spec.beh.kind.-rev.', 'buik        - punctie ascites ontlastend',5
'bacteriologisch onderzoek met kweek -nie', 'clostridium elisa-test',5
'crp c-reactief proteine', 'protrombinetijd',5
'ligdagen - alle spec.beh.kinderg.-reval.', 'echo bovenbuik',5
'vitamine b1 - thiamine', 'ordertarief',5
'hepatitis-b surface antigeen confirmatie', 'cea - tumormarker mbv meia',5
'190205 klasse 3b        a205', 'intensive care ligdag - 1e tot en met 5e',5
'vulva       - ruime lokale excisie van a', 'immunopathologisch onderzoek',5
'ordertarief', 'duplexscan - venen been',5
'ligdagen - alle spec.beh.kinderg.-reval.', 'cervix      - lisexcisie portio - diathe',5
'vervolgconsult poliklinisch', 'echo bovenbuik',5
'administratief tarief       - eerste pol', 'cytologisch onderzoek - vagina -',5
'dagverpleging - alle spec.beh.kind.-rev.', 'ct abdomen',5
'thorax', 'ct thorax',5
'leukocyten tellen elektronisch', 'albumine',5
'klinische kaart - verloskunde en gynaeco', 'ligdagen - alle spec.beh.kinderg.-reval.',5
'ordertarief', 'behandeltijd - eenheid t1 - megavolt',5
'hemoglobine foto-elektrisch', 'ijzer',5
'testosteron mbv radioisotopen', 'ca-125 mbv meia',5
'lh mbv radioisotopen', 'progesteron mbv radioisotopen',5
'ordertarief', 'interc.consult klinisch  interne ziekten',5
'erytrocyten tellen - elektronisch', 'transferrine mbv ics',5
'creatinine', 'bacteriologisch onderzoek met kweek -nie',5
'vitamine b12 mbv chemieluminescentie', 'sgot - asat kinetisch',5
'squamous cell carcinoma mbv eia', 'urine onderzoek - kwalitatief',5
'cytologisch onderzoek - lymfeklierpuncti', 'vervolgconsult poliklinisch',5
'squamous cell carcinoma mbv eia', 'bezinkingssnelheid foto-elektrisch',5
'brain natriuretic peptide -bnp- mbv immu', 'squamous cell carcinoma mbv eia',5
'magnesium  -aas', 'ca-19.9 tumormarker',5
'telefonisch consult', 'echo nieren-urinewegen',5
'fdp - dimeer - immunologisch', 'calcium',5
'gefiltreerd erytrocytenconcentraat', 'intensive care ligdag - 1e tot en met 5e',5
'amylase', 'lipase',5
'lipase', 'creatinine',5
'uterus      - extirpatie abdominaal radi', 'immunopathologisch onderzoek',5
'bloedgroepbep. anders dan abo per bloedg', 'bloedgroepbep. anders dan abo per bloedg',5
'creatinine', 'hematocriet mbv centrifuge',5
'totaal eiwit', 'leukocyten tellen elektronisch',5
'bilirubine -geconjugeerd', 'ureum',5
'sgot - asat kinetisch', 'sgot - asat kinetisch',5
'international normalised ratio mbv tromb', 'calcium',5
'immunopathologisch onderzoek', 'cytologisch onderzoek - leverpunctie -',5
'natrium vlamfotometrisch', 'eiwit -colorimetrisch- totaal',5
'kalium potentiometrisch', 'albumine',5
'kalium potentiometrisch', 'osmolaliteit',5
'rhesusfactor d - centrifugeermethode - e', 'squamous cell carcinoma mbv eia',5
'hepatitis-b surface antigeen confirmatie', 'squamous cell carcinoma mbv eia',5
'ct abdomen', '1e consult      bezoek',5
'mri abdomen', 'simulator - gebruik voor aanvang megavol',5
'clostridium elisa-test', 'albumine',5
'eiwit -colorimetrisch- totaal', 'ureum',5
'ligdagen - alle spec.beh.kinderg.-reval.', 'cytologisch onderzoek - ascites -',5
'alfa-1-foetoproteine', 'screening antistoffen erytrocyten',5
'echo bovenbuik', 'vervolgconsult poliklinisch',5
'ct thorax', 'telefonisch consult',5
'testosteron mbv radioisotopen', 'calcium',5
'kalium vlamfotometrisch', 'ureum',5
'ct abdomen', 'mri abdomen',5
'ligdagen - alle spec.beh.kinderg.-reval.', 'lymf.syst.  - sentinel node procedure li',5
'administratief tarief       - eerste pol', 'verlosk.-gynaec. korte kaart kosten-out',4
'ijzer', 'natrium - vlamfotometrisch - spoed',4
'vervolgconsult poliklinisch', 'verlosk.-gynaec. korte kaart kosten-out',4
'inwend.geneesk.   aanv.kaart kosten-out', 'vervolgconsult poliklinisch',4
'buik        - stag.lap-tumorred.-omentec', 'immunopathologisch onderzoek',4
'ct hersenen', 'ct hersenen',4
'vaten       - venapunctie', 'aanname laboratoriumonderzoek',4
'verlosk.-gynaec.  aanv.kaart kosten-out', 'behandeltijd - eenheid t3 - megavolt',4
'dieet nno', 'vervolgconsult poliklinisch',4
