dataset,aggregate_type,delta,edge,APE
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'ER Sepsis Triage')",0.024581557412198987
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'ER Triage')",0.11184612865006101
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release C')",0.12768195685323214
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release D')",0.03670741725578433
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'LacticAcid')",0.1986173758041474
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release A')",0.5308488619195094
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Triage')",0.3512138012774342
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'LacticAcid')",0.08184644530688737
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release B')",0.2743374040178115
Sepsis,AggregateType.FREQ,0.1,"('Release D', 'Return ER')",0.05382139840089621
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'ER Registration')",0.11470024675744846
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Admission IC')",0.40740395185297873
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'CRP')",0.1069993460363654
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'IV Liquid')",0.04778279552867737
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Triage')",0.0022296130376736178
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Registration')",0.013938170959838356
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Sepsis Triage')",0.19120647094534604
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'LacticAcid')",0.29013805873393717
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Triage')",0.09433845975892555
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Leucocytes')",0.12915738461791848
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'IV Liquid')",0.6217086627252525
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Sepsis Triage')",0.5585712913372066
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Admission IC')",1.4480881937156829
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'ER Registration')",0.1387678216296509
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'CRP')",0.30416508156472893
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release B')",0.17510710753685998
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release D')",0.01132518421882489
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Release A')",0.05959243230736022
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'Admission IC')",1.2957604340882494
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Registration')",0.06769541648498605
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'CRP')",1.9617019133379925
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release E')",1.512366566928751
Sepsis,AggregateType.FREQ,0.1,"('Release E', 'Return ER')",2.070339016609446
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Release B')",0.2493448929162423
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'ER Triage')",0.18157920612766568
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release D')",4.5163787408586975
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'IV Antibiotics')",2.4615137448211524
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release C')",0.3904506068674636
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Admission IC')",0.7403072478131515
Sepsis,AggregateType.FREQ,0.1,"('Release C', 'Return ER')",0.3146590529878927
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Release B')",3.0154979491227953
Sepsis,AggregateType.FREQ,0.1,"('Release B', 'Admission NC')",1.375985387630175
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'IV Antibiotics')",0.05067223534370391
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release E')",3.89920142762941
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'ER Sepsis Triage')",0.48334291099301296
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Release A')",1.6535012448278743
Sepsis,AggregateType.FREQ,0.1,"('Return ER', 'CRP')",1.0488097566686372
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'ER Registration')",0.05700125687905033
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'Admission IC')",0.08371455799965943
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release E')",3.691965040774689
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'ER Sepsis Triage')",1.573491370537269
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'ER Registration')",1.5915291323159528
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'ER Triage')",2.1854787663081376
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'Leucocytes')",0.7317118490838561
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Return ER')",0.41631559020350983
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'Leucocytes')",0.03169064546870951
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'CRP')",0.00019243435776045416
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'LacticAcid')",0.005925535302316672
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'ER Triage')",0.16643482961985054
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'ER Sepsis Triage')",0.0052531497429700365
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'IV Liquid')",4.118202077036091e-05
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'IV Antibiotics')",0.0022577094587978297
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Admission NC')",0.00339631745815023
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'CRP')",0.0013393359801734967
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Leucocytes')",0.004144422790186047
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Leucocytes')",0.0004791187406259789
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'CRP')",0.011479433974762155
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release A')",0.025530604263061477
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'ER Triage')",0.0020108671521306713
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'CRP')",0.02893019250290522
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Leucocytes')",0.0032492489806286236
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Sepsis Triage')",0.09745072767008583
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release A')",0.02073714109929727
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'Leucocytes')",0.019793515465584048
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'IV Liquid')",0.041264299623716125
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Admission NC')",0.01026228030672574
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Leucocytes')",0.00024323180178117474
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'CRP')",0.00451933279280133
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'IV Liquid')",0.051103241024094914
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'Return ER')",0.027656473577209177
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'CRP')",0.10831030304269448
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'LacticAcid')",0.0169223024324143
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'IV Antibiotics')",0.021182064752132374
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'IV Liquid')",0.008688542335131923
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Admission NC')",0.05621965046768879
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release A')",0.007792437445319125
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'LacticAcid')",0.14449159478225
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'CRP')",0.0031191382466897607
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Admission NC')",0.023040904023486398
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Admission IC')",0.09482204246771984
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Admission NC')",0.39278750664457274
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Admission NC')",0.012069249926099548
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release B')",0.0023442432317796647
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'IV Antibiotics')",0.007717134942163733
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Leucocytes')",0.003869319396978334
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Admission NC')",0.03853106131128298
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'IV Liquid')",0.022093460461636853
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'LacticAcid')",0.02670788258589884
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'IV Antibiotics')",0.012504536945178262
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'IV Liquid')",0.07976183342374797
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'CRP')",0.007426843464821549
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Admission IC')",0.3159362274810613
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'LacticAcid')",0.11613674295801749
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release B')",0.20642837950512485
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Leucocytes')",0.05640921267012958
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'IV Antibiotics')",0.01989539895575113
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Admission IC')",0.030690484453193348
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'LacticAcid')",0.008509692987484172
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'LacticAcid')",0.05246544014300487
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'Leucocytes')",0.08371331014568476
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'ER Sepsis Triage')",0.013386253255531142
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Admission IC')",0.06773053268771848
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release C')",0.19435479505393685
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'Admission NC')",0.0831433442261863
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Registration')",0.3577173456962522
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'ER Sepsis Triage')",0.409297129658495
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'ER Triage')",0.19830761954378776
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release C')",0.129823221676592
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release D')",0.3436100458427809
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'LacticAcid')",0.018524297131089423
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release A')",0.3037308210477769
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Triage')",0.11020769059813151
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'LacticAcid')",0.01667262972537362
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release B')",0.048509551739797985
Sepsis,AggregateType.FREQ,0.1,"('Release D', 'Return ER')",0.508128797576376
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'ER Registration')",0.25900206258130004
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Admission IC')",0.04807947827468091
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'CRP')",0.03304023829563496
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'IV Liquid')",0.13425957173484934
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Triage')",0.013945151419041285
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Registration')",0.3487731456576011
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Sepsis Triage')",0.1661312379477857
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'LacticAcid')",0.10505765903803059
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Triage')",0.6267080088009306
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Leucocytes')",0.01811987962008257
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'IV Liquid')",0.0625912893724354
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Sepsis Triage')",0.6381981176139673
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Admission IC')",0.5673691496652542
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'ER Registration')",0.36401748073691476
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'CRP')",0.001796308803286755
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release B')",0.1224759540794206
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release D')",0.04693204996783636
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Release A')",1.0705167891814256
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'Admission IC')",1.3724142195357931
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Registration')",0.22624273981265677
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'CRP')",2.7614841764671483
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release E')",0.822292224754614
Sepsis,AggregateType.FREQ,0.1,"('Release E', 'Return ER')",7.537872987305953
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Release B')",0.058196168097638834
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'ER Triage')",0.12685559250794382
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release D')",1.5706620236290414
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'IV Antibiotics')",1.9414641249349498
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release C')",0.4218268623457613
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Admission IC')",0.5647036570838466
Sepsis,AggregateType.FREQ,0.1,"('Release C', 'Return ER')",0.23609028445250044
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Release B')",0.11946180750550917
Sepsis,AggregateType.FREQ,0.1,"('Release B', 'Admission NC')",0.18318524742012077
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'IV Antibiotics')",4.480066967081783
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release E')",1.4932284930679942
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'ER Sepsis Triage')",0.03189927383499693
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Release A')",0.717535735253219
Sepsis,AggregateType.FREQ,0.1,"('Return ER', 'CRP')",0.3891461576683846
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'ER Registration')",2.5766536962647355
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'Admission IC')",1.5127195069646868
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release E')",2.328203227059838
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'ER Sepsis Triage')",1.8346210520825306
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'ER Registration')",1.585455940640223
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'ER Triage')",3.4397309996149774
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'Leucocytes')",1.4409973668995848
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Return ER')",0.9548210338742433
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'Leucocytes')",0.0022814111653833686
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'CRP')",0.0005264524775658338
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'LacticAcid')",0.0037596554342624786
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'ER Triage')",0.04358971121111642
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'ER Sepsis Triage')",0.0011460166583306367
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'IV Liquid')",0.008187583052103308
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'IV Antibiotics')",0.0068511115262224
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Admission NC')",0.00836802577430367
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'CRP')",0.002719451590657749
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Leucocytes')",0.00314036290382001
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Leucocytes')",0.004147042532249975
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'CRP')",0.009068735238513067
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release A')",0.010591516200533736
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'ER Triage')",0.003591473103649879
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'CRP')",0.011117316678586361
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Leucocytes')",0.003137294161340841
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Sepsis Triage')",0.003043565877597724
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release A')",0.002793282563334181
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'Leucocytes')",0.010041786460204526
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'IV Liquid')",0.01257419875305231
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Admission NC')",0.003939272653498977
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Leucocytes')",0.007112575791338864
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'CRP')",0.004504987112913176
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'IV Liquid')",0.02332408754911676
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'Return ER')",0.008109221686851449
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'CRP')",0.00811668868354548
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'LacticAcid')",0.00019710140640403676
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'IV Antibiotics')",0.005862579937907992
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'IV Liquid')",0.11428799238728742
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Admission NC')",0.013832470490930913
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release A')",0.05299362505506561
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'LacticAcid')",0.077295311076803
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'CRP')",0.004215575354145707
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Admission NC')",0.0007001778378800849
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Admission IC')",0.04501528397526321
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Admission NC')",0.33268876608481857
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Admission NC')",0.05051930963850753
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release B')",0.16520851879843962
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'IV Antibiotics')",0.011649598745283677
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Leucocytes')",0.12220335194193356
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Admission NC')",0.020790192445586407
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'IV Liquid')",0.009947712042647381
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'LacticAcid')",0.029007780021817905
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'IV Antibiotics')",0.05154445188220655
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'IV Liquid')",0.06596287781092708
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'CRP')",0.06771571156853391
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Admission IC')",0.1501639344264932
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'LacticAcid')",0.14264929214788247
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release B')",0.0052430564974824505
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Leucocytes')",0.05363104006442024
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'IV Antibiotics')",0.02930913499333878
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Admission IC')",0.07512129762888635
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'LacticAcid')",0.0016826951016631108
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'LacticAcid')",0.2284870714481827
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'Leucocytes')",0.02126513920186855
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'ER Sepsis Triage')",0.07306514248947052
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Admission IC')",0.07214583121938745
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release C')",0.1292699749133191
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'Admission NC')",0.037396402295210636
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Registration')",0.0010960980415157214
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'ER Sepsis Triage')",0.2710519728990626
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'ER Triage')",0.08527541495789581
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release C')",1.5578385807394368
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release D')",0.5948861371550133
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'LacticAcid')",0.002170098926373814
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release A')",0.9379539157296648
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Triage')",0.1544474729309424
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'LacticAcid')",0.18696260141398996
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release B')",0.2442064734775098
Sepsis,AggregateType.FREQ,0.1,"('Release D', 'Return ER')",0.13199705362024688
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'ER Registration')",0.3017136111974438
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Admission IC')",0.1314780742911111
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'CRP')",0.022228784007846336
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'IV Liquid')",0.007513966967970989
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Triage')",0.18918739529174336
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Registration')",0.05898454044812519
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Sepsis Triage')",0.03610278415103697
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'LacticAcid')",0.02439888734688047
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Triage')",0.246663161171638
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Leucocytes')",0.10163766308696397
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'IV Liquid')",0.12055352069224105
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Sepsis Triage')",0.7932801071386576
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Admission IC')",3.0758273036022974
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'ER Registration')",0.5809127983920158
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'CRP')",0.1044116197989349
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release B')",0.25439892092926975
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release D')",0.05463457468442353
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Release A')",0.572927018828858
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'Admission IC')",5.59901939603496
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Registration')",0.18114840234623866
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'CRP')",1.9870345725039833
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release E')",0.8329092271108225
Sepsis,AggregateType.FREQ,0.1,"('Release E', 'Return ER')",2.0124657899778553
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Release B')",0.7637427793956599
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'ER Triage')",1.0375446880246855
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release D')",3.0268088835704106
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'IV Antibiotics')",0.29611641837566793
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release C')",0.4116116223974138
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Admission IC')",0.9537200964269145
Sepsis,AggregateType.FREQ,0.1,"('Release C', 'Return ER')",0.11830770817836574
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Release B')",2.546755415242347
Sepsis,AggregateType.FREQ,0.1,"('Release B', 'Admission NC')",0.9735416585050103
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'IV Antibiotics')",5.155613888147762
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release E')",1.1032634067408646
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'ER Sepsis Triage')",1.0553603859983567
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Release A')",0.4980433659723005
Sepsis,AggregateType.FREQ,0.1,"('Return ER', 'CRP')",0.610169775415906
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'ER Registration')",2.3414292051708885
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'Admission IC')",0.5109340586928672
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release E')",0.11525622030479754
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'ER Sepsis Triage')",2.110180890629214
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'ER Registration')",8.850263467512264
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'ER Triage')",0.7268932100824004
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'Leucocytes')",1.5728250492364788
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Return ER')",6.516276967576715
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'Leucocytes')",0.000983896793730227
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'CRP')",0.0008878874418841169
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'LacticAcid')",0.008371797866377689
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'ER Triage')",0.47472142724830696
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'ER Sepsis Triage')",0.00019682989085085162
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'IV Liquid')",0.012006081809042706
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'IV Antibiotics')",0.010721371051297224
